sgRNA	Gene	ctr	exp
Rpp25l_4	Rpp25l	5553	5315
Gabrg2_4	Gabrg2	4940	4204
Fbxo38_4	Fbxo38	6715	5336
Echs1_3	Echs1	3838	2685
Cdkn2d_3	Cdkn2d	3399	2736
Tuba1a_4	Tuba1a	372	201
Cmtm3_2	Cmtm3	7696	6726
Elane_1	Elane	3289	2666
Lrig1_4	Lrig1	1887	1557
Smyd2_3	Smyd2	4319	3875
Atmin_3	Atmin	3077	2574
Tgif1_2	Tgif1	2637	2308
Slc2a1_1	Slc2a1	2802	2366
Fam169a_3	Fam169a	2583	2124
CTRL0049_1	CTRL0049	4606	4039
Setd1a_2	Setd1a	1651	1609
Rfx5_1	Rfx5	2024	1788
H2afx_1	H2afx	1363	1338
Rnaseh2c_2	Rnaseh2c	2059	1812
Zfp397_4	Zfp397	1449	1251
Arl6ip4_4	Arl6ip4	4244	3420
Naif1_1	Naif1	2311	2214
Rpl23_3	Rpl23	475	317
Nupl1_1	Nupl1	1656	1506
Aldh3a2_2	Aldh3a2	3669	3016
Fus_5	Fus	1060	773
Tespa1_1	Tespa1	5666	4379
Ncaph2_4	Ncaph2	897	721
Lhx3_2	Lhx3	1914	1928
Lig3_5	Lig3	426	342
1110051M20Rik_4	1110051M20Rik	2276	2012
Rbm5_2	Rbm5	5024	3994
CTRL0054_1	CTRL0054	4156	3797
H1f0_3	H1f0	4760	4629
Tada2a_3	Tada2a	1236	1122
Eaf1_2	Eaf1	947	874
Dnd1_1	Dnd1	4890	3252
Ddx10_3	Ddx10	1296	821
Bdh1_2	Bdh1	6188	5072
Senp5_4	Senp5	5733	4495
Anxa11_2	Anxa11	3248	2750
Klhl7_4	Klhl7	3851	3167
Zfyve26_1	Zfyve26	1502	1109
Ntrk3_3	Ntrk3	6055	5444
Dimt1_1	Dimt1	1227	1140
Zbtb21_4	Zbtb21	4767	4143
Ssbp1_1	Ssbp1	429	332
Rpn2_1	Rpn2	1331	1193
Wee2_3	Wee2	6351	5051
Pnkd_3	Pnkd	12859	10103
Tuba3b_1	Tuba3b	3422	2557
Hpd_1	Hpd	1708	1349
Llgl1_1	Llgl1	3936	3530
Msh6_1	Msh6	324	320
Morc3_2	Morc3	3484	3074
Snrpb2_4	Snrpb2	5810	4124
Dlx1_1	Dlx1	5141	4789
Pcbd1_4	Pcbd1	3605	3112
Pkmyt1_1	Pkmyt1	59	131
Myoz1_3	Myoz1	5193	5334
Tcf3_2	Tcf3	2127	1669
Ssbp2_3	Ssbp2	792	808
Actb_2	Actb	2662	1737
Neurog2_4	Neurog2	4205	3223
Atf7ip2_3	Atf7ip2	855	789
Dnmt3a_1	Dnmt3a	2619	2057
Psmd11_3	Psmd11	1701	1339
Nr0b2_2	Nr0b2	9638	7977
Atp5b_4	Atp5b	2018	1634
L3mbtl4_3	L3mbtl4	2744	1914
Mrpl19_4	Mrpl19	1851	1387
Fam120b_3	Fam120b	4486	4023
Klf3_4	Klf3	3406	3125
Cbr3_1	Cbr3	6342	5743
Rit2_1	Rit2	4143	4125
Mtch2_2	Mtch2	917	1145
Arfgap3_4	Arfgap3	4672	3942
Sae1_4	Sae1	322	262
Pbx2_2	Pbx2	5260	4768
P2ry12_2	P2ry12	2170	1742
Tgfb1_1	Tgfb1	10254	8162
Ints3_3	Ints3	1983	1591
Tbc1d20_2	Tbc1d20	7863	5715
Xaf1_2	Xaf1	3633	2916
Snapc2_2	Snapc2	620	620
Sohlh2_2	Sohlh2	3856	3058
Mapk11_4	Mapk11	3494	2622
Trim28_1	Trim28	6472	4788
Gsc_4	Gsc	6532	5520
Dpcd_1	Dpcd	4205	3862
Atad2b_4	Atad2b	418	433
Gins1_3	Gins1	1932	1760
Bmpr1a_2	Bmpr1a	4314	3778
Nfkbia_1	Nfkbia	4715	4032
Rsl1d1_3	Rsl1d1	1250	1080
Btf3_4	Btf3	76	46
Itga2b_4	Itga2b	994	994
Krt76_1	Krt76	3095	2205
Elk1_2	Elk1	4004	3119
Zscan18_1	Zscan18	3012	2824
Sart3_4	Sart3	625	442
Dhx8_2	Dhx8	3152	2536
Sphk1_1	Sphk1	3349	2905
E2f6_2	E2f6	4084	3557
Ntmt1_3	Ntmt1	2740	2807
Itfg2_1	Itfg2	6587	5350
Taf5_1	Taf5	635	671
Ddb2_4	Ddb2	6770	5521
Tor1aip1_2	Tor1aip1	7218	6197
Dpp3_3	Dpp3	2979	2562
Psmc5_3	Psmc5	1072	986
Tinf2_1	Tinf2	1310	916
Mier3_4	Mier3	7039	5113
Rangrf_4	Rangrf	5959	5324
Ccnb1_1	Ccnb1	431	307
Hmg20b_3	Hmg20b	15769	14097
Pnrc2_4	Pnrc2	6803	5634
Pak7_2	Pak7	3695	3237
Pim1_5	Pim1	4657	3732
Cep290_2	Cep290	2969	2721
AI464131_1	AI464131	4382	3704
l7Rn6_3	l7Rn6	2810	2442
Rrp9_3	Rrp9	871	604
Phtf2_1	Phtf2	3714	2958
Cacna2d1_3	Cacna2d1	1279	903
Ntrk1_2	Ntrk1	1710	1281
Colec11_4	Colec11	4676	4075
Patl2_1	Patl2	4747	4552
Tekt4_4	Tekt4	6356	4819
Tle3_4	Tle3	9347	7483
Ache_5	Ache	10888	9809
Hira_4	Hira	1208	1022
Dach2_1	Dach2	4710	4104
Atr_3	Atr	1926	1899
Nr2c1_4	Nr2c1	764	738
Ccdc51_3	Ccdc51	5124	4440
Irf2_1	Irf2	359	192
Rps19_1	Rps19	918	544
Il2rg_5	Il2rg	6568	5418
Anxa11_4	Anxa11	4300	3176
Dscr3_4	Dscr3	2767	2537
Mtus1_3	Mtus1	2950	2533
Hnrnpk_1	Hnrnpk	192	132
Med18_1	Med18	557	579
Otub2_4	Otub2	4074	3436
Lsm2_4	Lsm2	285	290
Rsbn1_1	Rsbn1	3912	2924
Ublcp1_3	Ublcp1	1232	1076
Wdfy1_3	Wdfy1	7351	6211
Yes1_4	Yes1	2648	2118
Cask_1	Cask	6965	5756
Ciao1_1	Ciao1	865	913
Dedd_2	Dedd	3968	3740
Mttp_3	Mttp	1914	1617
Tnk2_2	Tnk2	8983	7094
Hist3h2a_1	Hist3h2a	11603	9961
Brf1_3	Brf1	1337	1305
Rfwd2_4	Rfwd2	465	439
Abcg2_1	Abcg2	4098	3028
Gins4_2	Gins4	1078	932
Nos2_4	Nos2	8972	7179
Hoxc12_4	Hoxc12	2808	2270
Ddit3_1	Ddit3	4628	4146
Rbpms2_3	Rbpms2	1996	1463
Mbd5_1	Mbd5	7064	6297
Nol11_4	Nol11	554	447
Zfp746_4	Zfp746	8367	7495
Alkbh4_4	Alkbh4	6847	5138
Gata6_4	Gata6	758	553
Sertad1_3	Sertad1	4518	3880
Irg1_2	Irg1	4465	4319
Mybl1_3	Mybl1	1398	1031
Top1_1	Top1	2084	1348
Slc18a1_3	Slc18a1	7558	6426
Fli1_3	Fli1	7172	6254
Prkcb_2	Prkcb	8205	6385
Klk1b22_2	Klk1b22	3493	3301
Dnajb1_3	Dnajb1	3294	2529
Utrn_3	Utrn	5489	5234
Hist1h2aa_4	Hist1h2aa	6450	5378
Itga4_4	Itga4	916	894
Zfp422_4	Zfp422	2249	1917
Blm_1	Blm	4851	4751
Rbbp8_1	Rbbp8	2374	1678
Pias2_4	Pias2	7021	6948
Aarsd1_1	Aarsd1	4579	3691
Smg6_1	Smg6	2327	2026
Ube2a_1	Ube2a	2108	1880
Fam204a_4	Fam204a	862	741
Vkorc1_3	Vkorc1	3075	2565
Mysm1_4	Mysm1	997	1366
Nosip_2	Nosip	1548	1305
Mcm3_4	Mcm3	1501	1536
Smc2_4	Smc2	1699	1599
Zbtb1_1	Zbtb1	1004	855
Fancc_3	Fancc	2129	1765
Polq_3	Polq	1109	509
Nek4_3	Nek4	4600	4651
Plcg1_2	Plcg1	1568	1528
Cckbr_1	Cckbr	5717	4370
Cfi_4	Cfi	4380	3536
Snrnp40_2	Snrnp40	498	426
Dffb_4	Dffb	9794	8130
Kpna3_4	Kpna3	3329	2993
Prdm2_4	Prdm2	3586	3187
Suds3_1	Suds3	2581	2443
Nup210_1	Nup210	2840	2284
Nfkbid_2	Nfkbid	1835	1798
Thap2_2	Thap2	6481	5423
Usp25_2	Usp25	2652	2132
Wdfy3_3	Wdfy3	4273	3486
Lta4h_4	Lta4h	3982	3291
Nhej1_3	Nhej1	6323	4284
Anp32a_2	Anp32a	1537	1515
Mbd1_3	Mbd1	3564	2485
Suv420h2_3	Suv420h2	850	578
Chrm1_3	Chrm1	4116	3354
Tra2b_2	Tra2b	3815	2916
Psmb11_2	Psmb11	2630	2482
Tcf7l1_2	Tcf7l1	811	641
Nono_3	Nono	3803	3231
Naca_4	Naca	2811	2472
Ciart_2	Ciart	3959	3307
Mex3b_2	Mex3b	4126	3659
Mxd3_2	Mxd3	7638	6035
Strada_4	Strada	5523	4136
Pdc_2	Pdc	6048	5055
Inca1_2	Inca1	3942	3014
Gcc2_4	Gcc2	4410	3486
Nuf2_4	Nuf2	1398	1634
Cfh_3	Cfh	2733	2652
Fam170a_2	Fam170a	5658	4572
Mettl1_3	Mettl1	2800	2499
Gpatch4_1	Gpatch4	1157	1184
Mcm6_2	Mcm6	1121	1164
Tra2a_1	Tra2a	4841	4054
Fam120a_3	Fam120a	5371	4573
Ankrd2_2	Ankrd2	5997	4691
Zfp692_1	Zfp692	5110	3762
Pfkp_2	Pfkp	2210	1945
S100a9_4	S100a9	4674	3673
Ednra_3	Ednra	4055	3233
Rnf7_3	Rnf7	3944	3555
Prkca_2	Prkca	4424	3534
Ccnd1_4	Ccnd1	4751	4151
Vwf_2	Vwf	14001	10923
Dnmt1_3	Dnmt1	6699	5642
Rela_1	Rela	3949	3496
Mapkapk5_1	Mapkapk5	5373	4731
Sergef_4	Sergef	4430	3131
Hmg20b_1	Hmg20b	14216	12392
Klhdc10_3	Klhdc10	4124	3475
Proc_5	Proc	7263	6314
Gins2_3	Gins2	1614	1474
Sertad3_2	Sertad3	5872	5283
Commd5_4	Commd5	3686	2813
Suv420h2_1	Suv420h2	3009	2888
Abtb1_4	Abtb1	5569	4966
Sertad1_2	Sertad1	3402	2650
Ints7_2	Ints7	696	594
Polr3h_3	Polr3h	1320	1069
Srsf4_4	Srsf4	3763	3513
2310022A10Rik_3	2310022A10Rik	2969	2517
Pid1_1	Pid1	1926	1599
Dhx32_3	Dhx32	4207	3340
Lrig1_1	Lrig1	7794	6568
Ppargc1b_1	Ppargc1b	3434	2876
Prkci_1	Prkci	10720	9788
Taf15_1	Taf15	3824	3344
Pdxk_3	Pdxk	3419	2794
Polr3c_4	Polr3c	242	343
Irx6_4	Irx6	4724	3585
Slc7a11_1	Slc7a11	3322	2683
Zfp449_2	Zfp449	1682	1698
Amdhd2_2	Amdhd2	6132	5688
Hdx_4	Hdx	7619	5645
Clk3_2	Clk3	554	597
Ppp1r13l_2	Ppp1r13l	2491	2255
Exosc5_2	Exosc5	7020	6087
Rcbtb1_3	Rcbtb1	2459	1694
Acad11_4	Acad11	6854	5517
Zfp90_1	Zfp90	2026	1729
Tcf21_3	Tcf21	20716	16926
M1ap_3	M1ap	3260	2890
Nup37_3	Nup37	2347	1917
Socs2_3	Socs2	1371	1176
Decr1_3	Decr1	7740	6553
Ell3_3	Ell3	2622	1960
Mgst1_1	Mgst1	4598	3856
Pwp1_4	Pwp1	2294	1986
R3hdm4_4	R3hdm4	5345	4468
Fam204a_3	Fam204a	1877	1523
Tradd_1	Tradd	5047	3697
Myg1_1	Myg1	5046	4138
Mlf2_1	Mlf2	8804	8289
Irf2bp2_2	Irf2bp2	2320	2074
Cept1_3	Cept1	4490	3660
Patl2_2	Patl2	4670	3884
3110043O21Rik_2	3110043O21Rik	4530	3322
CTRL0041_1	CTRL0041	7536	5643
Hspb2_1	Hspb2	3801	3650
Tbx15_4	Tbx15	1306	1088
Tceanc_1	Tceanc	2765	2362
Snrnp48_3	Snrnp48	386	512
Slc25a5_3	Slc25a5	5196	4766
Pld5_4	Pld5	1933	1638
Txlng_4	Txlng	3062	2151
Adig_3	Adig	6127	4879
Rps12_3	Rps12	1223	1161
Csnk1d_2	Csnk1d	4035	3337
Actr8_3	Actr8	2149	1603
Nudt5_3	Nudt5	5365	4253
Gabbr2_2	Gabbr2	5578	4404
Mzf1_3	Mzf1	4253	3887
Ppp6r3_3	Ppp6r3	697	584
Gata6_2	Gata6	4308	3554
Hspb6_3	Hspb6	3627	3410
CTRL0077_1	CTRL0077	4780	3678
Snrpd3_1	Snrpd3	861	833
Cops8_3	Cops8	1055	787
Xpa_2	Xpa	1671	1581
Irf7_1	Irf7	4858	4179
Rbm45_3	Rbm45	3674	3214
Kdm4c_4	Kdm4c	503	325
Zbtb20_4	Zbtb20	6336	5364
Fam195b_3	Fam195b	9038	8123
Mab21l1_1	Mab21l1	6168	5492
U2af2_4	U2af2	1868	1389
Aldh3a2_4	Aldh3a2	3531	2998
Krt73_4	Krt73	4045	3425
Nqo1_2	Nqo1	128	134
Hip1_1	Hip1	3756	3754
Tcf19_3	Tcf19	5549	4568
Zfp770_3	Zfp770	913	760
Foxm1_3	Foxm1	2570	2219
Htr5a_4	Htr5a	6291	5625
Gtf2ird2_1	Gtf2ird2	3725	3156
Zfp26_2	Zfp26	1409	1152
Nck1_5	Nck1	3961	2884
Cenpt_3	Cenpt	1827	1302
Tlr9_1	Tlr9	6653	6239
Mageb16_4	Mageb16	472	471
Zfp445_3	Zfp445	5358	4324
Usp48_1	Usp48	1109	1237
Zfp59_2	Zfp59	451	179
Lta4h_1	Lta4h	2440	1991
Usp36_2	Usp36	744	550
Cacnb2_1	Cacnb2	2179	1876
Ecsit_4	Ecsit	2689	2029
Nkx2-6_1	Nkx2-6	10011	8457
Hlx_3	Hlx	6045	5278
Tex24_4	Tex24	5631	4955
Adora2b_1	Adora2b	8295	6853
Uqcc2_2	Uqcc2	3491	3188
Chd8_2	Chd8	574	448
Tcof1_2	Tcof1	3397	2695
Tbc1d1_2	Tbc1d1	4737	4120
Hipk1_2	Hipk1	3804	2869
Ccne2_2	Ccne2	456	506
Ntan1_4	Ntan1	3936	3804
Fdx1_2	Fdx1	3862	3529
Lamtor1_1	Lamtor1	928	744
Alkbh3_2	Alkbh3	3322	2807
Slc6a2_5	Slc6a2	5035	4822
Smndc1_4	Smndc1	1305	1212
Ctbp1_1	Ctbp1	9254	7255
Bub1_2	Bub1	510	618
Sf3b2_4	Sf3b2	790	821
Cdkn2aip_3	Cdkn2aip	4401	3605
Ubd_3	Ubd	6696	5659
Uba1y_1	Uba1y	1909	2016
Acadsb_2	Acadsb	1243	931
Pfkfb1_3	Pfkfb1	9440	8556
Cetn2_4	Cetn2	2434	2200
Ppy_3	Ppy	8267	6165
Cwc27_3	Cwc27	742	820
Ube4a_1	Ube4a	4769	4010
Nek6_4	Nek6	2428	1788
Alkbh2_1	Alkbh2	4397	4077
Pax4_2	Pax4	4651	4098
Arid3a_4	Arid3a	12882	11159
Fas_3	Fas	7245	5654
Rhot1_1	Rhot1	5325	4445
Cluap1_4	Cluap1	1671	1131
Sry_2	Sry	635	578
Tet1_1	Tet1	10230	9055
C030039L03Rik_4	C030039L03Rik	880	756
Il2ra_4	Il2ra	5430	4592
Klk1_1	Klk1	2484	2155
Pou3f4_4	Pou3f4	1490	1012
CTRL0060_1	CTRL0060	5468	5171
Smarcad1_2	Smarcad1	2332	1769
Nr4a3_3	Nr4a3	7694	6601
Tgfb3_4	Tgfb3	7486	6378
Fanci_4	Fanci	276	243
Nprl2_3	Nprl2	5061	4554
Pigq_1	Pigq	5825	4511
Pyhin1_1	Pyhin1	4682	4223
2810417H13Rik_3	2810417H13Rik	1268	1173
Wtap_2	Wtap	2217	2446
Dusp4_1	Dusp4	5590	5188
Pik3r1_4	Pik3r1	2633	2387
Unk_2	Unk	3384	2134
Isx_2	Isx	5712	5003
Msantd4_2	Msantd4	4413	3475
Acsl3_1	Acsl3	2042	1578
Spag17_4	Spag17	3594	3228
Zfp639_1	Zfp639	6895	6128
Ncf2_3	Ncf2	6152	4929
Hist1h3c_1	Hist1h3c	1967	1881
Hhex_2	Hhex	2823	2215
Rrm1_3	Rrm1	1436	1400
Foxq1_4	Foxq1	5198	4683
Cfi_1	Cfi	2563	2010
Zfp260_1	Zfp260	597	503
Kat2a_3	Kat2a	2441	2141
Syce1l_3	Syce1l	5111	3829
Dnase1l3_1	Dnase1l3	2601	2123
Ap2m1_2	Ap2m1	2482	2250
Nr4a1_4	Nr4a1	6161	5273
Aldh7a1_5	Aldh7a1	7195	6222
Rpl13a_2	Rpl13a	387	594
Mbnl3_4	Mbnl3	2680	2260
Krr1_4	Krr1	1036	775
Ubr5_4	Ubr5	1028	1062
Nudt9_3	Nudt9	815	615
Ctla4_5	Ctla4	3419	3033
Aff4_3	Aff4	2139	1928
Tollip_4	Tollip	5552	4707
Aptx_3	Aptx	2090	2042
Aipl1_3	Aipl1	5002	4289
Tro_3	Tro	679	757
Aoc3_1	Aoc3	3197	2984
Med12_1	Med12	2015	1615
Cldn19_3	Cldn19	2916	2601
Uspl1_2	Uspl1	218	367
Dusp10_2	Dusp10	2761	2448
Rictor_2	Rictor	4421	3704
Aldh3a1_4	Aldh3a1	5845	5166
Gpatch4_2	Gpatch4	1653	1927
Zfp143_2	Zfp143	2836	1754
Moap1_2	Moap1	7509	5879
Chp2_2	Chp2	2740	1992
Gabbr2_3	Gabbr2	4172	3604
Tcerg1_4	Tcerg1	1619	1301
Anxa4_2	Anxa4	6311	4893
Slc25a4_5	Slc25a4	8120	7465
Scn10a_5	Scn10a	3152	2441
Cep152_2	Cep152	3059	2798
Pwp2_4	Pwp2	396	360
Hoxa3_2	Hoxa3	1647	1807
Fhl5_3	Fhl5	2455	1904
Myb_3	Myb	9309	7196
Braf_5	Braf	6290	4842
Ccna1_3	Ccna1	3622	3025
Arfgap1_3	Arfgap1	2992	2240
Anpep_2	Anpep	4810	3880
Mbd4_4	Mbd4	2081	1806
Trim11_2	Trim11	3562	2921
Kdm4b_1	Kdm4b	1311	1520
Kazn_4	Kazn	2801	2505
Slc12a1_3	Slc12a1	1341	1322
Cdyl_4	Cdyl	4836	3948
Hand2_1	Hand2	16778	14148
Smarce1_2	Smarce1	312	402
Nt5c1b_2	Nt5c1b	2330	1932
Carm1_4	Carm1	7744	7036
Mbd6_1	Mbd6	2607	2366
Rhox11_2	Rhox11	4871	3622
Ifltd1_4	Ifltd1	3727	2944
Qrich1_4	Qrich1	1445	1201
Nkx6-1_2	Nkx6-1	11011	8838
Tfec_1	Tfec	6057	4998
Fam188a_3	Fam188a	3240	2554
Nsmf_4	Nsmf	2602	2552
Jak2_4	Jak2	6185	5361
Ucn_2	Ucn	5031	3796
Neurog2_3	Neurog2	1702	1276
Cope_4	Cope	4725	4082
Tsen54_4	Tsen54	531	618
Ppil4_4	Ppil4	710	475
Yaf2_1	Yaf2	6372	4657
Cth_2	Cth	6543	5706
Dr1_3	Dr1	662	472
Vsx1_2	Vsx1	2966	2763
Avpr1b_4	Avpr1b	1586	1330
Tacc3_3	Tacc3	1720	1459
Pfdn2_3	Pfdn2	4725	4085
Myo1c_3	Myo1c	2126	1530
Tex12_4	Tex12	472	352
Mysm1_1	Mysm1	3733	3486
Erbb4_2	Erbb4	158	33
Mrgbp_3	Mrgbp	3077	2644
Plcb3_4	Plcb3	4649	3672
Mndal_2	Mndal	4926	4199
Enc1_1	Enc1	1382	1021
Shox2_1	Shox2	4262	3622
Orc6_1	Orc6	1134	972
Crem_3	Crem	675	626
Etv1_1	Etv1	1438	1274
Dnajc1_3	Dnajc1	3817	3036
Hspg2_3	Hspg2	7099	6356
Snrpb2_1	Snrpb2	800	808
Mapkapk3_1	Mapkapk3	3365	3189
Rbm39_4	Rbm39	1310	1210
Mak16_4	Mak16	686	347
Vps4b_2	Vps4b	372	476
Syf2_1	Syf2	2476	1966
4932438A13Rik_2	4932438A13Rik	4990	4169
Gm5132_1	Gm5132	5015	4184
Ndufs3_3	Ndufs3	1286	1080
Manf_3	Manf	4116	3205
Cep70_2	Cep70	4439	3892
Prmt2_1	Prmt2	5220	4769
Helq_4	Helq	1268	788
Bop1_4	Bop1	869	712
Ergic2_2	Ergic2	2989	2881
Med21_1	Med21	1819	1645
Mecp2_3	Mecp2	2276	2146
Sstr5_4	Sstr5	3128	2655
Sytl4_4	Sytl4	2367	2084
Cables1_1	Cables1	4913	4237
Dnaja2_2	Dnaja2	2241	1998
Phf7_1	Phf7	5570	4376
Apobec1_1	Apobec1	1862	1442
Kpnb1_4	Kpnb1	4618	3860
Slc25a4_2	Slc25a4	12959	9395
Elavl2_1	Elavl2	6808	4841
Idh3a_4	Idh3a	439	476
Nol7_3	Nol7	1222	1195
Npas3_2	Npas3	5893	5147
Chmp5_3	Chmp5	3032	2714
Akip1_4	Akip1	4208	3584
Bhlhe41_4	Bhlhe41	8451	7765
Tinagl1_1	Tinagl1	3615	3213
Orc4_1	Orc4	1445	1375
Nppa_4	Nppa	4023	2924
Myf5_2	Myf5	8726	7145
Kcnq2_2	Kcnq2	2823	2273
Rexo4_1	Rexo4	7576	6609
Zfp37_2	Zfp37	3274	2514
Adcy1_4	Adcy1	14987	12033
Eaf2_4	Eaf2	7007	5848
Ppie_3	Ppie	705	780
Rxrb_1	Rxrb	6417	6377
Ctla4_3	Ctla4	5632	4852
Zfp800_1	Zfp800	1314	986
Folh1_5	Folh1	2364	1648
Syne4_3	Syne4	4731	3773
Ppp6c_2	Ppp6c	1231	1061
Acd_2	Acd	1896	1393
Glyat_3	Glyat	612	475
U2af1_4	U2af1	1078	1186
Rif1_1	Rif1	3224	3140
Tbx21_2	Tbx21	4027	3585
Fmn1_1	Fmn1	2800	2475
Atp1a4_3	Atp1a4	6477	5413
Mcam_4	Mcam	5985	5147
Igfals_4	Igfals	2851	2259
Atn1_1	Atn1	6489	4723
T_3	T	4117	3904
Lcp1_5	Lcp1	3293	3042
Ceacam2_4	Ceacam2	9448	8215
Anapc13_1	Anapc13	1119	1049
Myh10_4	Myh10	9355	7351
Hsd3b3_1	Hsd3b3	6494	5158
Zkscan14_3	Zkscan14	1431	1315
Rpa2_1	Rpa2	1116	1246
S100a11_3	S100a11	2166	1801
Slc6a1_3	Slc6a1	718	675
R3hdm4_2	R3hdm4	2146	1757
Snurf_4	Snurf	4071	3488
Glis2_4	Glis2	4320	3586
Polb_1	Polb	3023	2508
Ephb2_4	Ephb2	5729	4256
Acat3_3	Acat3	5691	4864
Scn2b_5	Scn2b	4223	4018
Zbtb41_3	Zbtb41	3817	2869
Stat4_2	Stat4	516	765
Tubd1_3	Tubd1	1824	1450
CTRL0038_1	CTRL0038	4628	3763
Itpr1_2	Itpr1	9519	7415
Csnk2a1_3	Csnk2a1	896	857
Sp4_2	Sp4	1527	1435
Nudt9_5	Nudt9	9376	7957
Foxc2_2	Foxc2	4202	4349
Ddias_4	Ddias	4617	3526
Cdk1_2	Cdk1	740	478
Cep70_1	Cep70	564	461
Nfkb2_4	Nfkb2	904	614
Procr_2	Procr	3532	2815
Esrp1_4	Esrp1	1616	1055
Pik3cg_1	Pik3cg	2704	2232
Jade3_1	Jade3	3151	2801
Appbp2_4	Appbp2	4648	4038
Epc1_1	Epc1	2755	2428
Taf1_4	Taf1	2803	2153
Barhl2_3	Barhl2	4734	3947
Tgfb3_2	Tgfb3	5775	4897
Nr6a1_2	Nr6a1	993	968
Zfp106_4	Zfp106	2590	2205
Agtr1a_2	Agtr1a	5775	5304
Maats1_4	Maats1	3165	2871
Fdxr_2	Fdxr	148	93
Nhej1_2	Nhej1	2814	1319
Sf3b1_3	Sf3b1	3694	3228
Smchd1_4	Smchd1	7939	6837
Fcer1a_4	Fcer1a	4585	4233
Elf5_3	Elf5	2594	2134
Sp2_4	Sp2	2420	2062
Dusp11_1	Dusp11	499	526
Prdm5_4	Prdm5	738	571
Jund_4	Jund	2961	2280
Eif2d_3	Eif2d	922	942
Ipo5_4	Ipo5	1538	1250
Hsbp1_1	Hsbp1	3176	2599
Zfp354b_3	Zfp354b	613	552
Slc12a3_4	Slc12a3	2784	2368
Nnmt_3	Nnmt	6669	5596
Calb1_1	Calb1	7739	7006
Pkn3_4	Pkn3	4096	3848
Hoxa9_1	Hoxa9	6378	4386
Clcnka_4	Clcnka	2761	2902
Prkab1_5	Prkab1	3068	2333
Fam110c_3	Fam110c	5777	4282
Mrps9_1	Mrps9	932	708
Tcof1_4	Tcof1	4064	3200
Pax7_4	Pax7	4466	3699
Cnep1r1_3	Cnep1r1	7143	6733
Tex10_2	Tex10	770	771
Batf_3	Batf	5367	4459
Scn4b_4	Scn4b	10261	9268
Msi1_3	Msi1	4736	4351
Dap3_4	Dap3	2362	2397
Rcc2_4	Rcc2	5671	5497
Evx2_4	Evx2	9565	8598
Srsf12_1	Srsf12	9412	7691
Enthd1_1	Enthd1	2703	2309
Fam206a_2	Fam206a	4448	3547
Mrps31_3	Mrps31	3926	3149
Zrsr2_2	Zrsr2	3420	3298
Tekt5_3	Tekt5	7956	7139
Hnrnpab_1	Hnrnpab	7106	5710
Dpyd_2	Dpyd	2775	2388
Creb3l2_4	Creb3l2	846	712
Ikzf2_3	Ikzf2	6412	5356
Bcorl1_4	Bcorl1	4131	3252
Aco2_3	Aco2	480	361
Zfp748_3	Zfp748	3876	4136
Prkaa1_5	Prkaa1	1737	2612
Lgals1_4	Lgals1	4504	3904
Myc_2	Myc	1509	1220
Rbpms_3	Rbpms	928	781
Hmbox1_3	Hmbox1	7854	6547
Nab2_2	Nab2	8301	6693
Hnrnpf_4	Hnrnpf	1093	839
Noto_3	Noto	4279	3361
Trip4_1	Trip4	3416	3169
Ocrl_4	Ocrl	1651	1490
Tespa1_4	Tespa1	4834	3545
Ptpn6_1	Ptpn6	2608	1988
Mat2b_2	Mat2b	7147	6034
Smc6_4	Smc6	656	727
Svil_3	Svil	5630	4936
Pdcd5_2	Pdcd5	1913	2032
Cxadr_1	Cxadr	11839	8513
Trim16_4	Trim16	5193	3917
Thap7_4	Thap7	3332	2657
Rarg_3	Rarg	1472	1769
Cdkn2a_3	Cdkn2a	16949	15388
Wwox_2	Wwox	4458	3437
Nr4a2_3	Nr4a2	767	792
Snx15_1	Snx15	2453	2505
Hrasls_2	Hrasls	7950	6708
Gamt_2	Gamt	5305	4565
Tk1_4	Tk1	4684	4025
Pla2g2a_1	Pla2g2a	3542	3198
Nkx2-4_2	Nkx2-4	5498	4783
Suz12_1	Suz12	11381	10960
Gm4981_2	Gm4981	6570	5663
Foxj1_1	Foxj1	9016	7012
Zcchc2_4	Zcchc2	1865	1704
2610020H08Rik_3	2610020H08Rik	2567	2407
Alox5_2	Alox5	5402	4545
Zfp939_2	Zfp939	5139	4495
Zfp52_4	Zfp52	845	720
Ube2t_2	Ube2t	277	288
S100a11_2	S100a11	2963	2469
Clk1_1	Clk1	17657	15145
Pogk_4	Pogk	4324	2989
Pou5f1_1	Pou5f1	310	238
Lancl2_2	Lancl2	7944	6179
Pdgfc_3	Pdgfc	4549	3198
Htr6_2	Htr6	9389	8199
Sncb_3	Sncb	4310	3773
Zfp612_4	Zfp612	727	516
Atrx_4	Atrx	3781	3362
Ctc1_1	Ctc1	2165	2128
Zmiz2_2	Zmiz2	3278	2410
Zfpm2_1	Zfpm2	2205	1878
Hmgxb4_2	Hmgxb4	2064	1493
Zmat5_2	Zmat5	1981	1911
Fbp2_1	Fbp2	4745	4355
Lsg1_3	Lsg1	274	352
E2f4_2	E2f4	1354	1183
Six4_1	Six4	3947	3439
Siva1_1	Siva1	5902	4474
Pwp2_2	Pwp2	535	307
Dnm2_3	Dnm2	686	531
Ifngr1_4	Ifngr1	4793	4657
Dtx1_1	Dtx1	3294	2867
Tra2b_3	Tra2b	5105	4064
